Distrito;Loja;Guia;Data Guia;Faturamento;Material;Descricao;Quantidade;Montante
PIAUI/CE NORTE;1007;503762009;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
RN/PB;1155;710076708;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;1517;710076775;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;1524;710044768;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
RN/PB;1533;710076995;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;L929;710076923;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;1158;503762807;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1190;710044775;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1598;503762715;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;1047;503759188;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1109;503759186;28/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;5056;710076448;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;5142;503775533;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1063;503750250;27/08/2026;Faturamento Manual;4315169;TORCIDA QUEIJO 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE OESTE;5365;710044771;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1109;503771526;31/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
RN/PB;1283;710076334;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;5271;710076279;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1289;503762350;29/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;5290;710076928;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
PIAUI/CE NORTE;1312;710044697;22/08/2026;Faturamento Manual;4315035;TORCIDA PIMENTA MEXICANA 35G PEPSICO;26;R$ 28,08
PARAIBA/PE;1426;710076335;28/08/2026;Faturamento Manual;4315052;TORCIDA CEBOLA 35G PEPSICO;26;R$ 28,08
FORTALEZA/CE SUL;1324;503743183;26/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 26,40
PIAUI/CE NORTE;1063;503750239;27/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 26,40
FORTALEZA/CE OESTE;L362;503750241;27/08/2026;Faturamento Manual;4270182;TONICA ANTARCTICA DIET LT 350ML;12;R$ 26,40
RN/PB;1126;710060050;25/08/2026;Faturamento Manual;4321408;AMAC CONC DOWNY ALFAZEMA 1,5L;1;R$ 25,94
PIAUI/CE NORTE;1434;710042617;22/08/2026;Faturamento Manual;4276053;TORRADA INTEGRAL 120G VISCONTI;4;R$ 9,48
